Id,OverallQual,YearBuilt,TotalBsmtSF,Electrical,GrLivArea,FullBath,GarageType,GarageCars,GarageArea,Fence,MiscFeature,SalePrice
718,8,1993,1337,SBrkr,1337,2,Attchd,2,462,NA,NA,180000
719,8,1976,1142,SBrkr,2715,3,BuiltIn,2,831,NA,NA,299800
720,7,2000,952,SBrkr,2256,2,BuiltIn,2,554,NA,NA,236000
721,7,1880,1240,SBrkr,2640,1,Detchd,4,864,NA,NA,265979
722,7,1996,1720,SBrkr,1720,2,Attchd,2,527,NA,NA,260400
723,4,1945,0,FuseF,1529,2,Detchd,1,240,NA,NA,98000
724,4,1910,576,SBrkr,1140,1,NA,0,0,NA,NA,96500
725,7,2003,660,SBrkr,1320,2,Attchd,2,400,NA,NA,162000
726,6,1997,1479,SBrkr,1494,2,Attchd,2,576,NA,NA,217000
727,8,2005,1030,SBrkr,2098,2,Attchd,3,878,NA,NA,275500
728,6,1969,1026,SBrkr,1026,1,Detchd,2,440,NA,NA,156000
729,6,1999,729,SBrkr,1471,2,Detchd,2,440,NA,NA,172500
730,8,2007,866,SBrkr,1768,2,Attchd,2,578,NA,NA,212000
731,6,1978,672,SBrkr,1386,2,Attchd,2,440,GdPrv,NA,158900
732,7,1999,744,SBrkr,1501,2,Detchd,2,440,NA,NA,179400
733,8,1995,1318,SBrkr,2531,2,Attchd,3,752,NA,NA,290000
734,6,1959,864,SBrkr,864,1,Detchd,1,300,NA,Shed,127500
735,5,1924,1145,SBrkr,1301,1,Detchd,2,440,NA,NA,100000
736,7,2009,756,SBrkr,1547,2,Attchd,2,614,NA,NA,215200
737,8,1999,1252,SBrkr,2365,2,Attchd,3,856,NA,NA,337000
738,8,1995,1494,SBrkr,1494,1,Attchd,2,481,NA,NA,270000
739,9,2008,1498,SBrkr,1506,2,Attchd,2,592,NA,NA,264132
740,7,1988,980,SBrkr,1714,2,Attchd,2,496,MnPrv,Shed,196500
741,6,1940,983,SBrkr,1750,2,Attchd,1,423,NA,Shed,160000
742,7,2004,1860,SBrkr,1836,2,Attchd,2,484,NA,NA,216837
743,8,2003,1650,SBrkr,3279,3,BuiltIn,3,841,NA,NA,538000
744,5,1982,858,SBrkr,858,1,Detchd,2,576,NA,NA,134900
745,4,1951,836,FuseF,1220,1,Detchd,2,396,NA,NA,102000
746,6,1976,1029,SBrkr,1117,1,Detchd,2,672,MnPrv,NA,107000
747,5,1958,912,FuseA,912,1,NA,1,275,NA,NA,114500
748,8,2006,1935,SBrkr,1973,2,Attchd,3,895,NA,NA,395000
749,6,1998,1204,SBrkr,1204,2,Attchd,2,412,NA,NA,162000
750,7,2005,1614,SBrkr,1614,2,Attchd,3,865,NA,NA,221500
751,5,1974,864,SBrkr,894,1,Attchd,2,440,MnPrv,NA,142500
752,6,1977,975,SBrkr,1004,1,Attchd,2,504,NA,NA,135000
753,7,1995,1237,SBrkr,1253,2,Attchd,2,402,NA,NA,176000
754,6,1992,761,SBrkr,1603,2,Attchd,2,484,NA,NA,175900
755,7,2001,1413,SBrkr,1430,2,Attchd,2,605,NA,NA,187100
756,5,1978,1097,SBrkr,1110,1,Attchd,2,602,NA,NA,165500
757,6,1914,742,SBrkr,1484,2,NA,0,0,NA,NA,128000
758,6,1967,1372,SBrkr,1342,2,Attchd,2,457,NA,NA,161500
759,5,1915,686,SBrkr,1652,2,Detchd,1,416,NA,Shed,139000
760,7,2004,956,SBrkr,2084,2,BuiltIn,2,618,NA,NA,233000
761,4,1954,901,SBrkr,901,1,Detchd,1,281,NA,NA,107900
762,6,1966,832,SBrkr,2087,2,Attchd,2,444,NA,NA,187500
763,7,2005,1145,SBrkr,1145,2,Attchd,2,397,NA,NA,160200
764,6,1976,1029,SBrkr,1062,1,Attchd,2,539,NA,NA,146800
765,7,1996,1117,SBrkr,2013,2,Attchd,2,455,NA,NA,269790
766,8,2007,1496,SBrkr,1496,2,Attchd,2,474,NA,NA,225000
767,7,1994,712,SBrkr,1895,2,Attchd,2,409,NA,Shed,194500
768,6,1980,650,SBrkr,1564,2,Attchd,2,476,MnPrv,NA,171000
769,6,1977,660,SBrkr,1285,1,Attchd,2,528,MnPrv,NA,143500
770,5,1953,773,SBrkr,773,1,Attchd,1,240,NA,NA,110000
771,9,2008,1926,SBrkr,3140,3,BuiltIn,3,820,NA,NA,485000
772,5,1937,731,SBrkr,1768,1,Detchd,1,240,MnPrv,NA,175000
773,6,1997,616,SBrkr,1688,2,Attchd,2,603,NA,Shed,200000
774,4,1916,1196,FuseA,1196,1,Detchd,2,440,NA,NA,109900
775,7,2005,728,SBrkr,1456,2,Attchd,2,410,NA,NA,189000
776,9,2008,1734,SBrkr,2822,3,BuiltIn,3,1020,NA,NA,582933
777,5,1954,936,SBrkr,1128,1,Attchd,1,286,GdWo,NA,118000
778,7,2008,1417,SBrkr,1428,2,Attchd,2,554,NA,NA,227680
779,5,1967,980,SBrkr,980,2,Attchd,1,384,NA,NA,135500
780,5,1923,1324,SBrkr,1576,1,Attchd,2,528,NA,NA,223500
781,5,1966,1024,SBrkr,1086,1,Attchd,2,484,GdWo,NA,159950
782,5,1898,849,FuseA,2138,2,Detchd,2,360,MnPrv,NA,106000
783,6,1974,1040,SBrkr,1309,1,Attchd,2,484,GdPrv,NA,181000
784,6,2004,848,SBrkr,848,1,Attchd,2,420,NA,NA,144500
785,5,1952,540,FuseA,1044,1,Basment,2,504,NA,Shed,55993
786,6,1958,1442,SBrkr,1442,1,NA,1,301,NA,Shed,157900
787,5,1918,686,SBrkr,1250,1,Detchd,1,280,NA,NA,116000
788,7,1998,1649,SBrkr,1661,2,Attchd,2,598,NA,NA,224900
789,5,1954,1008,SBrkr,1008,1,Attchd,1,275,NA,NA,137000
790,8,2002,1568,SBrkr,1689,2,Attchd,3,857,NA,NA,271000
791,6,1971,1010,SBrkr,1052,1,Attchd,2,440,MnPrv,NA,155000
792,7,2009,1358,SBrkr,1358,2,Attchd,2,484,NA,NA,224000
793,7,2003,798,SBrkr,1640,2,Attchd,2,595,NA,NA,183000
794,4,1953,936,SBrkr,936,1,Detchd,2,576,NA,NA,93000
795,7,2003,847,SBrkr,1733,2,BuiltIn,2,433,NA,NA,225000
796,6,1940,778,SBrkr,1489,2,Detchd,1,240,GdWo,NA,139500
797,8,2006,1489,SBrkr,1489,2,Attchd,2,776,NA,NA,232600
798,10,2007,2078,SBrkr,2084,2,Attchd,3,1220,NA,NA,385000
799,5,1924,784,SBrkr,784,1,NA,0,0,NA,NA,109500
800,7,2001,1454,SBrkr,1434,2,Attchd,2,527,NA,NA,189000
801,5,1967,1013,SBrkr,2126,2,Attchd,2,538,NA,NA,185000
802,7,2005,600,SBrkr,1223,2,Detchd,2,480,NA,NA,147400
803,6,1957,1392,FuseA,1392,1,Attchd,2,458,NA,NA,166000
804,7,2003,941,SBrkr,1829,2,Attchd,2,613,NA,NA,237000
805,6,1964,1516,SBrkr,1516,1,Attchd,2,472,NA,NA,167000
806,5,1961,1144,SBrkr,1144,1,Attchd,2,456,GdWo,NA,139950
807,4,1950,1067,SBrkr,1067,2,Attchd,2,436,NA,NA,128000
808,5,1948,1559,SBrkr,1559,1,Detchd,2,812,GdWo,NA,153500
809,6,1973,483,SBrkr,987,1,Detchd,1,264,NA,NA,100000
810,5,1995,1099,SBrkr,1099,1,Attchd,1,352,NA,NA,144000
811,5,1946,768,SBrkr,1200,1,Detchd,1,240,NA,NA,130500
812,6,1925,672,SBrkr,1482,2,Detchd,1,400,NA,NA,140000
813,5,1904,650,SBrkr,1539,2,Detchd,2,686,NA,NA,157500
814,6,1966,1127,SBrkr,1165,1,Attchd,2,490,GdPrv,NA,174900
815,5,1961,1800,SBrkr,1800,2,NA,0,0,NA,NA,141000
816,5,1915,876,SBrkr,1416,1,Detchd,3,720,NA,NA,153900
817,5,1975,1390,SBrkr,1701,2,Basment,2,611,NA,NA,171000
818,7,1993,740,SBrkr,1775,2,Attchd,2,425,NA,NA,213000
819,5,1972,864,SBrkr,864,1,Attchd,1,338,NA,NA,133500
820,6,1908,907,SBrkr,2358,3,Detchd,2,360,NA,NA,240000
821,6,1976,528,SBrkr,1855,2,Attchd,2,512,NA,NA,187000
822,6,2003,848,SBrkr,848,1,Attchd,2,420,NA,NA,131500
823,8,2003,1273,SBrkr,1456,2,Attchd,2,400,NA,NA,215000
824,7,1941,918,SBrkr,1646,2,Detchd,1,240,MnPrv,NA,164000
825,6,1964,1127,SBrkr,1445,1,Attchd,2,645,MnPrv,NA,158000
826,5,1955,1763,SBrkr,1779,1,Attchd,2,454,NA,NA,170000
827,5,1962,1040,SBrkr,1040,1,Detchd,1,260,NA,NA,127000
828,6,1994,702,SBrkr,1481,2,Attchd,2,343,NA,NA,174000
829,7,1976,1090,SBrkr,1370,2,Attchd,2,479,MnPrv,NA,152000
830,6,1968,1054,SBrkr,2654,2,Attchd,2,619,NA,NA,250000
831,7,1918,912,SBrkr,1426,1,Detchd,1,216,GdPrv,NA,189950
832,5,1965,1039,SBrkr,1039,1,Attchd,2,504,NA,NA,131500
833,6,1984,1040,SBrkr,1097,2,Attchd,2,480,GdPrv,NA,152000
834,5,1959,1148,SBrkr,1148,1,NA,1,672,GdPrv,NA,132500
835,7,2007,1372,SBrkr,1372,2,Attchd,2,529,NA,NA,250580
836,5,1970,1002,SBrkr,1002,1,Detchd,2,902,MnPrv,NA,148500
837,8,2006,1638,SBrkr,1646,2,Attchd,3,870,NA,NA,248900
838,4,1961,1040,SBrkr,1120,1,Attchd,2,544,NA,Shed,129000
839,5,1948,0,SBrkr,2320,2,Attchd,2,672,NA,NA,169000
840,7,1993,1050,SBrkr,1949,2,Attchd,2,574,GdPrv,NA,236000
841,5,1962,894,SBrkr,894,1,Detchd,1,308,NA,NA,109500
842,6,1998,804,SBrkr,1682,2,Attchd,2,523,NA,NA,200500
843,5,1953,105,SBrkr,910,1,Attchd,2,414,GdWo,NA,116000
844,5,1949,832,SBrkr,1268,1,Attchd,1,288,NA,Othr,133000
845,5,1941,676,SBrkr,1131,1,Detchd,1,200,NA,NA,66500
846,8,2007,1184,SBrkr,2610,2,BuiltIn,2,550,NA,NA,303477
847,4,1963,1064,SBrkr,1040,1,Attchd,2,648,NA,NA,132250
848,9,2004,1462,SBrkr,2224,2,Attchd,3,738,NA,NA,350000
849,5,1961,1109,SBrkr,1155,1,Detchd,2,576,MnPrv,Shed,148000
850,5,1978,864,SBrkr,864,1,Attchd,1,336,GdWo,NA,136500
851,5,2005,1090,SBrkr,1090,1,Attchd,2,450,NA,NA,157000
852,7,1990,1156,SBrkr,1717,2,Attchd,2,400,NA,NA,187500
853,6,1992,808,SBrkr,1593,2,BuiltIn,2,389,MnPrv,NA,178000
854,4,1912,795,SBrkr,2230,1,Detchd,1,440,NA,NA,118500
855,5,1967,892,SBrkr,892,1,NA,1,288,GdWo,NA,100000
856,9,1999,1698,SBrkr,1709,2,Attchd,2,506,NA,NA,328900
857,5,1959,1626,SBrkr,1712,2,Attchd,2,588,NA,NA,145000
858,5,1955,816,SBrkr,1393,1,Attchd,1,300,NA,NA,135500
859,8,1970,2217,SBrkr,2217,2,Attchd,2,621,NA,NA,268000
860,6,1953,1505,SBrkr,1505,1,Attchd,2,505,NA,NA,149500
861,5,1949,672,SBrkr,924,1,Detchd,2,576,MnPrv,Shed,122900
862,6,1978,918,SBrkr,1683,2,Attchd,2,440,NA,NA,172500
863,6,1963,1059,SBrkr,1068,1,Attchd,1,264,MnPrv,NA,154500
864,5,1954,1383,SBrkr,1383,1,NA,1,354,GdPrv,NA,165000
865,5,1979,0,SBrkr,1535,2,Attchd,2,400,NA,NA,118858
866,6,1963,780,SBrkr,1796,1,Attchd,2,483,NA,NA,140000
867,4,1936,951,SBrkr,951,1,Detchd,1,327,NA,NA,106500
868,5,1979,0,SBrkr,2240,2,Detchd,2,528,NA,NA,142953
869,9,2009,2330,SBrkr,2364,2,Attchd,3,820,NA,NA,611657
870,5,1961,912,SBrkr,1236,1,Attchd,1,288,NA,NA,135000
871,4,1971,858,SBrkr,858,1,Detchd,1,684,NA,NA,110000
872,5,1957,992,SBrkr,1306,1,Detchd,1,756,NA,NA,153000
873,7,2003,783,SBrkr,1509,2,Attchd,2,393,NA,NA,180000
874,7,2006,1670,SBrkr,1670,2,Attchd,3,690,NA,NA,240000
875,5,1967,876,SBrkr,902,1,Attchd,1,288,MnPrv,NA,125500
876,5,1954,1056,SBrkr,1063,1,Attchd,1,280,MnPrv,NA,128000
877,8,2006,1623,SBrkr,1636,2,Attchd,3,865,NA,NA,255000
878,7,1936,1017,SBrkr,2057,1,NA,1,180,NA,NA,250000
879,5,1983,864,SBrkr,902,1,Attchd,2,484,MnPrv,NA,131000
880,6,2005,742,SBrkr,1484,2,Attchd,2,390,NA,NA,174000
881,5,1960,1105,FuseA,2274,2,Detchd,2,480,NA,NA,154300
882,5,1977,1268,SBrkr,1268,1,Detchd,1,252,NA,NA,143500
883,5,1925,768,SBrkr,1015,1,Detchd,1,450,MnPrv,Shed,88000
884,5,1949,1001,FuseA,2002,2,2Types,3,871,NA,NA,145000
885,6,2009,612,SBrkr,1224,2,Detchd,2,528,NA,NA,173733
886,4,1970,546,SBrkr,1092,1,Attchd,1,286,NA,NA,75000
887,2,1949,480,FuseA,480,0,Detchd,1,308,NA,NA,35311
888,4,1956,1134,FuseA,1229,1,Attchd,1,284,NA,NA,135000
889,7,1991,1104,SBrkr,2127,2,Attchd,3,833,GdPrv,NA,238000
890,6,1958,1184,SBrkr,1414,1,Attchd,2,601,NA,NA,176500
891,6,1994,928,SBrkr,1721,2,Attchd,2,471,NA,NA,201000
892,5,1900,1272,SBrkr,2200,2,NA,0,0,GdPrv,NA,145900
893,6,2005,1316,SBrkr,1316,2,Attchd,2,397,NA,NA,169990
894,6,1993,1604,SBrkr,1617,2,Attchd,2,533,NA,NA,193000
895,6,1980,1686,SBrkr,1686,2,Attchd,2,612,NA,NA,207500
896,5,1977,1126,SBrkr,1126,2,Attchd,2,540,NA,NA,175000
897,8,2003,1181,SBrkr,2374,2,BuiltIn,3,656,NA,NA,285000
898,7,1968,832,SBrkr,1978,2,Attchd,2,486,GdPrv,NA,176000
899,8,2001,1753,SBrkr,1788,2,Attchd,2,522,NA,NA,236500
900,7,1997,964,SBrkr,2236,2,BuiltIn,2,642,NA,NA,222000
901,8,2007,1466,SBrkr,1466,2,Attchd,3,610,NA,NA,201000
902,5,1965,925,SBrkr,925,1,Detchd,1,429,GdWo,NA,117500
903,9,2006,1905,SBrkr,1905,2,Attchd,3,788,NA,NA,320000
904,7,2004,1500,SBrkr,1500,2,Attchd,2,570,NA,NA,190000
905,7,1960,585,SBrkr,2069,2,Attchd,2,505,NA,NA,242000
906,7,2003,1176,SBrkr,1200,2,Attchd,2,555,NA,NA,184900
907,7,2005,1113,SBrkr,1971,2,Attchd,2,689,NA,NA,253000
908,7,2006,1391,SBrkr,1962,2,Attchd,3,868,NA,NA,239799
909,7,1940,1032,SBrkr,2403,2,Attchd,1,349,NA,NA,244400
910,6,1976,1728,SBrkr,1728,2,Attchd,2,574,NA,NA,150900
911,7,1999,992,SBrkr,2060,2,BuiltIn,2,390,GdPrv,NA,214000
912,4,1977,1440,SBrkr,1440,2,NA,0,0,NA,NA,150000
913,5,1967,1632,SBrkr,1632,2,Attchd,2,576,NA,NA,143000
914,6,1958,819,FuseA,1344,1,Basment,2,525,NA,NA,137500
915,5,1890,1088,SBrkr,1869,1,Detchd,2,456,MnWw,NA,124900
916,5,1959,1144,SBrkr,1144,1,Attchd,1,796,NA,NA,143000
917,8,2002,1616,SBrkr,1629,2,Attchd,3,808,NA,NA,270000
918,7,2002,936,SBrkr,1776,2,Attchd,2,474,NA,NA,192500
919,6,1972,1161,SBrkr,1381,1,Attchd,2,676,NA,NA,197500
920,5,1950,864,SBrkr,864,1,Detchd,2,720,NA,NA,129000
921,5,1965,828,SBrkr,965,1,Detchd,1,300,MnPrv,NA,119900
922,5,1972,768,SBrkr,768,1,Detchd,1,396,MnPrv,NA,133900
923,5,1969,784,SBrkr,1968,2,Attchd,2,530,MnPrv,Shed,172000
924,6,1975,945,SBrkr,980,2,NA,0,0,NA,NA,127500
925,6,1946,979,FuseF,1958,2,Attchd,2,492,NA,NA,145000
926,6,1980,561,SBrkr,1229,1,Attchd,2,462,GdPrv,NA,124000
927,5,1962,1057,SBrkr,1057,1,Detchd,2,576,NA,NA,132000
928,7,2003,1337,SBrkr,1337,2,Attchd,2,531,NA,NA,185000
929,7,1999,696,SBrkr,1416,2,Detchd,2,484,NA,NA,155000
930,5,1958,858,SBrkr,858,1,NA,0,0,NA,NA,116500
931,6,1977,1330,SBrkr,2872,2,Attchd,2,619,NA,NA,272000
932,9,2007,1800,SBrkr,1800,2,Attchd,2,702,NA,NA,239000
933,7,2002,817,SBrkr,1894,2,BuiltIn,2,510,NA,NA,214900
934,6,2005,783,SBrkr,1484,2,Attchd,2,393,NA,NA,178900
935,5,1940,728,SBrkr,1308,1,Detchd,1,256,NA,NA,160000
936,5,1955,1098,SBrkr,1098,1,NA,1,260,NA,NA,135000
937,3,1910,600,SBrkr,968,1,NA,0,0,GdWo,NA,37900
938,6,1958,588,SBrkr,1095,1,Attchd,1,264,NA,NA,140000
939,4,1949,720,FuseA,1192,1,NA,0,0,NA,NA,135000
940,7,2003,764,SBrkr,1626,2,BuiltIn,2,474,NA,NA,173000
941,6,1979,918,SBrkr,918,2,Attchd,1,264,NA,NA,99500
942,7,2007,1428,SBrkr,1428,2,Attchd,2,480,NA,NA,182000
943,7,1910,728,SBrkr,2019,1,Detchd,2,532,GdPrv,NA,167500
944,7,2000,673,SBrkr,1382,2,Detchd,2,490,NA,NA,165000
945,4,1923,440,FuseA,869,1,NA,0,0,NA,NA,85500
946,7,2006,1241,SBrkr,1241,1,Attchd,2,569,NA,NA,199900
947,4,1954,894,SBrkr,894,1,Detchd,2,400,NA,NA,110000
948,5,1963,1121,SBrkr,1121,1,Detchd,2,480,MnPrv,NA,139000
949,7,1961,944,SBrkr,999,1,Attchd,2,588,NA,NA,178400
950,8,1998,1225,SBrkr,2612,2,Attchd,3,676,NA,NA,336000
951,7,2007,1266,SBrkr,1266,2,Attchd,2,388,NA,NA,159895
952,8,2002,1128,SBrkr,2290,2,Attchd,2,779,NA,NA,255900
953,5,1977,0,SBrkr,1734,2,Attchd,2,539,NA,NA,126000
954,5,1950,1164,SBrkr,1164,1,Detchd,1,240,NA,NA,125000
955,6,1910,485,SBrkr,1635,1,Attchd,1,255,NA,NA,117000
956,9,2009,1930,SBrkr,1940,2,Attchd,3,606,NA,NA,395192
957,6,1976,848,SBrkr,2030,2,Attchd,2,551,NA,NA,195000
958,7,2006,770,SBrkr,1576,2,Attchd,2,614,NA,NA,197000
959,8,1997,1396,SBrkr,2392,2,Attchd,3,870,NA,NA,348000
960,8,1882,916,SBrkr,1742,1,Attchd,2,424,NA,NA,168000
961,6,1964,822,SBrkr,1851,2,Attchd,2,440,MnWw,NA,187000
962,6,2005,750,SBrkr,1500,2,Attchd,2,564,NA,NA,173900
963,10,2006,1700,SBrkr,1718,2,Attchd,3,786,NA,NA,337500
964,4,1946,747,SBrkr,1230,1,Detchd,1,305,MnPrv,NA,121600
965,5,1961,1050,SBrkr,1050,1,NA,1,368,NA,NA,136500
966,6,1970,1442,SBrkr,1442,2,Attchd,2,615,NA,NA,185000
967,3,1922,1007,SBrkr,1077,1,Detchd,1,210,NA,NA,91000
968,7,2006,1187,SBrkr,1208,2,Attchd,2,632,NA,NA,206000
969,3,1952,0,FuseF,944,1,Detchd,2,528,NA,NA,82000
970,5,1920,691,FuseA,691,1,Detchd,1,216,NA,NA,86000
971,8,2006,1574,SBrkr,1574,2,Attchd,3,824,NA,NA,232000
972,7,2005,1346,SBrkr,1504,2,Attchd,2,457,NA,NA,181000
973,5,1977,985,SBrkr,985,2,Attchd,1,328,NA,NA,149900
974,6,1970,1657,SBrkr,1657,2,Attchd,2,484,NA,NA,163500
975,4,1970,546,SBrkr,1092,1,NA,1,286,NA,NA,88000
976,7,2004,1710,SBrkr,1710,2,Attchd,2,550,NA,NA,240000
977,5,1926,1008,SBrkr,1522,2,NA,0,0,NA,NA,102000
978,5,1948,720,SBrkr,1271,2,Attchd,1,312,NA,NA,135000
979,5,1965,0,SBrkr,1664,2,NA,0,0,NA,NA,100000
980,6,1923,602,SBrkr,1502,1,Detchd,1,180,NA,NA,165000
981,5,1910,1022,SBrkr,1022,1,Detchd,1,280,NA,NA,85000
982,6,1948,1082,SBrkr,1082,1,Detchd,1,240,NA,NA,119200
983,8,2001,810,SBrkr,1665,2,Attchd,2,528,NA,NA,227000
984,7,1996,1504,SBrkr,1504,2,Attchd,2,478,NA,NA,203000
985,8,1984,1220,SBrkr,1360,1,Attchd,2,565,NA,NA,187500
986,7,1991,384,SBrkr,1472,2,Attchd,2,402,NA,NA,160000
987,7,2005,1362,SBrkr,1506,2,Attchd,2,440,NA,NA,213490
988,4,2005,1132,SBrkr,1132,1,Attchd,2,451,NA,NA,176000
989,7,2006,1199,SBrkr,1220,2,Attchd,2,632,NA,NA,194000
990,5,1930,912,FuseA,1248,1,Detchd,1,160,NA,NA,87000
991,7,2005,1346,SBrkr,1504,2,Attchd,2,437,NA,NA,191000
992,8,1976,1565,SBrkr,2898,2,Attchd,2,665,NA,NA,287000
993,5,1972,882,SBrkr,882,1,Detchd,2,461,MnPrv,NA,112500
994,5,1960,1268,SBrkr,1264,1,Attchd,2,461,NA,NA,167500
995,8,2007,1638,SBrkr,1646,2,Attchd,3,800,NA,NA,293077
996,5,1941,768,SBrkr,1376,1,Attchd,1,240,NA,NA,105000
997,6,1972,672,SBrkr,1218,1,Detchd,1,264,NA,NA,118000
998,5,1916,686,SBrkr,1928,2,NA,0,0,NA,NA,160000
999,7,1920,824,SBrkr,3082,2,Basment,2,672,NA,NA,197000
1000,8,1993,1338,SBrkr,2520,2,Attchd,3,796,NA,NA,310000
1001,7,2002,1654,SBrkr,1654,2,Attchd,3,900,NA,NA,230000
1002,5,1938,920,SBrkr,954,1,Basment,1,240,MnPrv,NA,119750
1003,4,1957,0,SBrkr,845,1,Detchd,1,290,NA,NA,84000
1004,9,2007,1620,SBrkr,1620,2,Attchd,3,912,NA,NA,315500
1005,8,2001,1055,SBrkr,2263,2,BuiltIn,2,905,NA,NA,287000
1006,4,1970,546,SBrkr,1344,1,NA,0,0,NA,NA,97000
1007,4,1970,630,SBrkr,630,1,NA,1,286,NA,NA,80000
1008,5,1957,1134,SBrkr,1803,2,Attchd,2,484,GdPrv,NA,155000
1009,6,1966,800,SBrkr,1632,1,Attchd,2,484,NA,NA,173000
1010,6,2005,1306,SBrkr,1306,2,Attchd,2,624,NA,NA,196000
1011,7,1990,1475,SBrkr,2329,2,Attchd,2,514,NA,NA,262280
1012,8,1981,2524,SBrkr,2524,2,Attchd,2,542,MnPrv,NA,278000
1013,3,1955,0,FuseA,1733,2,Attchd,2,452,NA,NA,139600
1014,9,2005,1992,SBrkr,2868,3,BuiltIn,3,716,NA,NA,556581
1015,5,1994,990,SBrkr,990,1,Detchd,2,672,NA,NA,145000
1016,5,1960,0,SBrkr,1771,1,Attchd,2,336,GdPrv,NA,115000
1017,4,1946,0,SBrkr,930,1,Detchd,1,308,NA,NA,84900
1018,7,2007,1302,SBrkr,1302,2,Attchd,2,436,NA,NA,176485
1019,7,2007,1316,SBrkr,1316,2,Attchd,2,440,NA,NA,200141
1020,6,1964,816,SBrkr,1977,1,Attchd,2,540,GdPrv,NA,165000
1021,5,1957,1216,FuseA,1526,1,Basment,1,364,NA,NA,144500
1022,8,2002,1065,SBrkr,1989,2,Attchd,2,586,NA,NA,255000
1023,6,1976,1193,SBrkr,1523,2,Attchd,2,478,MnPrv,NA,180000
1024,7,2005,1364,SBrkr,1364,2,Attchd,2,484,NA,NA,185850
1025,7,1994,973,SBrkr,1850,2,BuiltIn,2,467,NA,NA,248000
1026,9,2008,1104,SBrkr,2184,2,Attchd,3,836,NA,NA,335000
1027,6,1932,854,SBrkr,1991,1,Detchd,2,432,NA,NA,220000
1028,8,2001,1338,SBrkr,1338,2,Attchd,2,582,NA,NA,213500
1029,3,1935,894,SBrkr,894,1,Detchd,3,1248,NA,Shed,81000
1030,5,1900,662,SBrkr,2337,2,Detchd,2,560,NA,NA,90000
1031,6,1925,1103,SBrkr,1103,1,Detchd,2,440,MnPrv,NA,110500
1032,5,1966,1154,SBrkr,1154,1,Attchd,2,480,MnPrv,NA,154000
1033,7,1996,1306,SBrkr,2260,2,Attchd,2,533,NA,NA,328000
1034,6,1993,799,SBrkr,1571,2,Attchd,2,380,NA,NA,178000
1035,6,1964,780,SBrkr,1611,1,Attchd,2,442,NA,NA,167900
1036,6,1973,942,SBrkr,2521,2,Attchd,2,576,GdPrv,NA,151400
1037,5,1949,845,SBrkr,893,1,Detchd,2,576,NA,NA,135000
1038,5,1956,1048,SBrkr,1048,1,Attchd,1,286,NA,NA,135000
1039,6,1968,727,SBrkr,1556,1,Attchd,2,441,NA,NA,154000
1040,5,1948,810,FuseA,1456,1,Detchd,1,280,NA,NA,91500
1041,6,1977,690,SBrkr,1426,1,Attchd,2,440,MnPrv,NA,159500
1042,7,2006,1240,SBrkr,1240,2,Attchd,3,826,NA,NA,194000
1043,7,1940,800,SBrkr,1740,1,Attchd,1,240,NA,NA,219500
1044,5,1936,796,SBrkr,1466,2,Attchd,2,566,NA,Shed,170000
1045,5,1969,1096,SBrkr,1096,1,Attchd,1,299,NA,NA,138800
1046,6,2004,848,SBrkr,848,1,Attchd,2,420,NA,NA,155900
1047,5,1994,990,SBrkr,990,1,NA,1,299,NA,NA,126000
1048,6,1971,1258,SBrkr,1258,2,Attchd,2,528,NA,NA,145000
1049,5,1963,1040,SBrkr,1040,1,Attchd,1,308,MnPrv,NA,133000
1050,7,2002,1459,SBrkr,1459,2,Attchd,2,527,NA,NA,192000
1051,6,1964,1251,SBrkr,1251,1,Attchd,1,461,MnPrv,Shed,160000
1052,6,1995,691,SBrkr,1498,2,Attchd,2,409,NA,NA,187500
1053,6,1992,936,SBrkr,996,1,Attchd,2,564,NA,NA,147000
1054,4,1973,546,SBrkr,1092,1,NA,1,286,NA,NA,83500
1055,8,2005,1082,SBrkr,1953,2,Attchd,3,1043,NA,NA,252000
1056,7,2004,970,SBrkr,1709,2,Detchd,2,380,NA,NA,137500
1057,8,2005,1247,SBrkr,1247,1,Attchd,2,550,NA,NA,197000
1058,7,1999,600,SBrkr,1252,2,Detchd,2,462,NA,NA,160000
1059,6,1925,1181,SBrkr,1694,2,Detchd,2,576,NA,NA,136500
1060,5,1965,864,SBrkr,1200,1,Detchd,2,884,MnPrv,NA,146000
1061,5,1956,936,SBrkr,936,1,Attchd,1,308,NA,NA,129000
1062,6,2006,1314,SBrkr,1314,2,Attchd,2,440,NA,NA,176432
1063,6,1914,684,SBrkr,1355,1,NA,0,0,NA,NA,127000
1064,8,1986,1074,SBrkr,1088,1,Attchd,2,461,NA,NA,170000
1065,4,1936,672,SBrkr,1324,1,Detchd,1,240,NA,NA,128000
1066,7,1978,1271,SBrkr,1601,2,Attchd,2,478,NA,NA,157000
1067,2,1920,290,FuseF,438,1,Detchd,1,246,NA,NA,60000
1068,5,1971,950,SBrkr,950,1,Detchd,1,280,NA,NA,119500
1069,5,1960,1010,SBrkr,1134,1,NA,1,254,MnWw,NA,135000
1070,6,1959,655,SBrkr,1194,1,BuiltIn,2,539,NA,NA,159500
1071,5,1970,630,SBrkr,1302,2,Detchd,2,440,NA,NA,106000
1072,8,1994,1463,SBrkr,2622,2,Attchd,2,712,NA,NA,325000
1073,7,1990,910,SBrkr,1442,2,Attchd,2,719,NA,NA,179900
